id,bororo
1247,Nowu paiwe areme eregodure mato rugadu. Ere baku jukodo ji. Oinore egore ji tuiegare tabo.
1248,"Areme eeruduwakare ji. Boe egore aregoduiure moto piji, icare utuie tuibagi toro mototo pugeje."
1249,"Boecoji, Meriribaru ure tugera bu Oca Kudurewu ao keje, ure tugera bu Jerigi Otojiwu iera keje."
1250,"Ure eroiwado, ure eerdiwado,  mare podutabo, ure togwabu tu tu  ewiaja keje (fala em segredo para eles): - Boe enudugodumode dukejere tagudugodure tawo boe eedadudo.
Icare  boere tuwu. Boe enudure. Bocodure dukeje boe enudugodure."
1251,"Boe enudukejere icare Kagagoe (Oca Kudurewu, Jerigi Otojiwu) Utoboga ekudugodure toro bakujei, boeco tada."
1252,Du tonajire Paiwe etoragudure tumearudui tuiedaga kudu jitu keje.
1253,Icare ipare ere roia tawuje: Aroe Enogwage ere parudo.
1254,"Icare barogwa kododure. Icare ipare eture bai kae. Ere baiado jice Aije muga keje, bororo paru keje."
1255,Ere kidoguru tugu nowu baia okwato. Ere kiogoagiri tugu nowu baia okwato
1256,"Nowu jire egore: “Baia okwa akirirewu”, oino."
1257,"Egore: “Meriribarure okwa akirido tagu Bakagoei, tagu Utoboga ei”. Oinore egore nowuji."
1258,"Ere nowa tugu eto, ere nowu etao biri (casca de pau em forma de máscara) tugu etaoto."
1259,"Icare emagore areme eiamedu boe ae, ere eto pui baimanagejewu paruto, eeruduwo aroei, eeruduwo aroe ekudugoduji."
1260,"Icare eiamedure tudo pui, dukejere nowu aroe, tui tuibu Aije muga pji nowu baia kajeje, ekudugodure"
1261,"Nowu Utoboga ure tuiebu, kudugodure, ure turemo pugeje. Dukeje icare nowu metuiare tuiebu, kudugodure, ure turemo pugeje. (Sai primeiro Utoboga, grita e entra de novo, depois sai Bakagoe, grita e entra de novo. Repetem a cena 4 vezes)."
1262,Icare iparare nowu baia rawuje aije reia piji.
1263,"Akedukeje icare badojeba Bakorokudu ure ipare ererudo, ure baporogu kiado ei cuku cuku cuku..."
1264,"Icare ipare ererure pugeje bororoji. Areme ererure jamedu, nowu Utoboga, Bakagoe, eregodaji. Etagedukeje icare meri rekodure (5 horas)."
1265,"Ere tugera bu badojeba ao keje, egore:"
1266,"Icare nowu badojeba makogodure, akore: - Itore, iwage, tagire  pagore etonago to kiji, to jugoji, to kuoji, to riwoduji, toro ia itura kae, tuge metotadawu, tuge noidoia bere awadu paru tabo. Torire mato bato."
1267,"Meri jeture woe boe ekuduto, dukeje icare boe jarurure. Awu butaodoge eiaruru inodu rugadu."
1268,"Icare Aroia Kurirewu, Butoregadu, egore: -Tagonagodukare ei: cegire cedonagodure ei."
1269,"Ekodure pumeji: cuku cuku cuku, ecewu adugodoge ewiri kae."
1270,Ere tumugudo nowu adugodoge ewiri keje tuku pumegi.
1271,Icare Aroia Kuriorewu akore: - Ka kodiwu aroe tagiba taroino? Kakodiwu aroe tagiba tagaregodure?
1272,"Icare nowu Marido imedu akore: - Boe kodiwu aroe cegi karega cedaregodure, Aroe Marido cegire cedaregodure. Marido imedu imireo. Ikera reo, iwure reo."
1273,"Marido aredu akore: - Boe kodiwu aroe cegi karega cedaregodure, Aroe Marido cegire cedaregodure. Aroe Marido aredu imireo. Ikera reo, iwure reo."
1274,"Oino. Dukeje icare nowu Aroia Kurirewu, nowu Butoregadu, ere ecewu adugodoge eto barigu nowu Maridodoge etaoto kuri tuku je."
1275,"Dukeje icare aroe uture tuibagi pugeje, tuiaruru tabo. Jore toro tuiaoto, tuiaruru tabo."
1276,Butoregadu akore (Aroia Kurirewu akore):
1277,"Dukeje icare eimadure, egore: - No... no no hu... hu hu!..."
1278,"Akore: - Keo jire tamode taro kududo. Keo jire tamode tarokagado. Tamode kado, tamode kogudo du pu bi keje, pu bokwa keje."
1279,"Rekodajiwu Marido bari akomode ji, nabure bari akomode ji, iworeboe akomode ji. Nowu tabore tadumode pobo kae, akiró kae. Nowu jire tamode baiado."
1280,Oinore nowu kodo boetojiwu Marido akore.
1281,"Meri rekodutabo (5 hs keje), Aroia Kurirewu uwadodure, akore Aromerereji, akore: Akera bu iwugeje."
1282,"Akore: Akagodo aroeiagu tugera to, tuwure to, motoji, Marido tabo, tumeduia joki, tuge pobo, tuge mea awadu paru tabo."
1283,"Icare Aroia Kurirewu ure turagojedo, akore:"
1284,"- Kodire inagoino, iedagamage Badojebage Cebegiwuge, Badojebage Cobugiwuge tagae toro, tabadure toro, iwadarugodure tagae toro."
1285,"Akore: - Kodire inagoino, irago Aroia Kurirewudo akae, kodire inagoino, Irago Butore Kurirewudo akae. Tadudo ca kuri boeco kimoto, taedaga, tajarugo aobiri bogai (manda as 2 mulheres Iwagududoge irem de madrugada procurar casca de árvore para orlar a roda Marido)"
1286,Dukeje icare Aroia Kurirewu ure nowu Marido imedu ukeroia bu keje.
1287,Dukejere Butoregadu ure nowu Marido aredu ukeroia bu keje.
1288,"Dukeje barogwa kododure. Icare Aroia Kurirewu, Butoregadu, icare emaragodure."
1289,Akedure dukejere eiamedure iogwarido: Wa!... tudutabo Marido kae ca kuri je (6 hs keje).
1290,"Etaregodure tabo, ere tumodudo tabo, ere maridoro kogudo cidogajeje, tugera ra parugajeje, turajerigajeje (por baixo do joelho), ere kogudu tuwure ra paru gajeje. Oinore erore pudui tabo."
1291,"Dutabore etaregodure tabo. Etaregodure tabo tu... Icare ere biri rawuje piji. Icare ere kado, ere nowu kadodurewu tugu kodoto. Icare ere okwaborado baria iwoi tabo (amarram (costuram) com embira de copaiba)."
1292,"Icare ere iado, ere kogudo, ere kaidaga tugu to. Nowu kaidaga jire boe egore “Marido itaga”, “Marido jewi”."
1293,"Icare ere nowu kogudodu akedudo, dukejere ere kidoguru tugu enogwato, ere nowu Marido imedu  kuje bo tugu okwato, ere nowu Marido aredu kiogoagiri tugu okwato."
1294,Boe egore: - Nowu Marido imedu kudu bore kuje bo tabo.
1295,Boe egore: - Nowu Marido aredu kudu akirire kiogoagiri tabo.
1296,Oinore boe egore.
1297,"Dukeje icare boe ere eebu: Marido imedu ure tuiebu Ecerae ewaiporo ji, Marido aredu ure tuiebu Tugarege ewaiporoji. Ere emugudo pumegi nowu aroe ao keje. Icare ere ika maku aroe etai, ere pana maku aroe etai."
1298,"Nonore icare boejaruruuuure! Nonore icare boe emearudukare pu okwa bataruji. Nonore icare ia ime, ia ipare erore du du du dududu je.  Aroe eigoia."
1299,Dukeje icare ere cewu ika akodo: To to to to to to (2)
1300,"Pana akore : gu gu gu gu gu (2)Dukeje icare aroere ecewu poware eiamedu boe akodo, egore: erere erere erere..."
1301,Dukejere aroe egore: ga ga ga Wa!...
1302,"Icare ere tuiebu kae, nowu toroe ako tabo."
1303,"Egore: wi wi wi wi wi wi... , turegodui ebo dutabo pu je kae."
1304,"Nowu Aroia Kurirewu ure tugera bu nowu Marido imedu ao keje,"
1305,"Nonore icare Aroia Kurirewure tugeragu Bakorokuduji, Butoregadure tugeragu Akaruio Bokodoriji, cewu tugodajire ekodure ebo pu je kae. Epadure pugajeje toro kae, nowu Marido kae ebo."
1306,Butoregadure Akaruio Bokodori iera bu Marido aredu ao keje. Nowu Akaruio Bokodori iera akore nowu  Marido areduji ‘pu’.
1307,Nowu Aroia Kurirewure Bakorokudu iera bu Marido imedukeje. Nawu Bakorokudu iera akore ‘pu’ nowu Marido imeduji.
1308,Nowu ei pobedu ere awu tubu (joelho) tugu kuda taci.
1309,Dukeje icare ere tumegido tabo woje woje. Ere mugudo tu!
1310,Dukeje icare Bakorokudu paruia UTUGARECE todure ji.
1311,"Icare akedure, dukejere icare ere tudugu ji, ere tudugu ji taci. Ere aogado baruto. Ekodure tabo ecewu tugodaji: wi wi wi wi... Eepadure tabo pugajeje... ta. Ere tuwuredo tabo pumegi tuku. Ererugodure tabo."
1312,"Badojeba Bakorokudu ure bapo kiado ai, ure nowu bapo akodo: cuku cuku cuku..."
1313,Icá! Dukejere icare aroe ere tudugu ji tuiamedutabo.
1314,Icare ere tugera ra piji.
1315,"Dukejere icare ere taiado bororoji, ererugodure bororoji pr pr pr!.."
1316,"Ca! Dukejere icare ere tugeragu Aroia Kurirewu, Butoregadu ei pugeje, mare ere aroe etudo jao. Dukejere ere tugeragu ei, egore: Mato! Mato! Mato! Mato!"
1317,"Nono icare egore (cewu togwa kodaji). Egore: - Emareo, emareo, emareo! Aedaga reo, akeroia reo, aparuia reo."
1318,"Ure todomo ji, nowu marido imeduji, akore: No... no no hu... hu hu!..."
1319,"Ure todomo keje, akore: - No... no no hu... hu hu!..."
1320,"Icare Aroia Kurirewu, Butoregadu, egore: - Imedumage, tageragu Ecerae eiameduji, paerubodarege eiameduji, toro pawobe emuga kae."
1321,"Etore etododai toro Iwagududoge ewai kae. Egore: - Nogware kugure, apidorogodu kowu  (queimar o pé dos cachos de buriti)."
1322,"Icare ere kowu, icare ure turugadu."
1323,"Ca! icare eture pugeje, egore: tui tui tui tui tui tui..."
1324,"Eregodajiwuge egore: kugú kugú kugú, turerugodukeje."
1325,Egore: tui tui tui tui.
1326,"Icare eregodure. Icare eregodu akedure, dukeje icare aroe etuo aregodure mato, ure tumugudo ewure paru. Ere nowu toroe maku ai. Ere cimo pariko, tuwabo, ere maku ai."
1327,"Icare imadure tabo, akore: No.... no no hu... hu hu!..."
1328,Icare uture tabo bato tumuga kae. Ure jeto tu tumuga keje.
1329,"Icare Aromerere, icare Arua, icare emagore pui, egore: - Inoba Tugarege egore?"
1330,Egore: - A! Kirabodu! Ema rugadu!
1331,"Icare Aroia Kurirewu, Butoregadu, egore: - Tagera bu Marido uwagedu ao keje."
1332,"A! Dukeje icare Aromerere ure turagojedo, rekodunure Aroia Kurirewu ae. Ure tugera bu ao keje, akore: - Ps! Ca! Aroeiagu tugera to tuwure to motoji Marido ikurewu tabo, tumeduia joki, tuge pobo, tuge mea paru tabo."
1333,"A! Icare Aroia Kurirewu makogodure, akore:"
1334,"- Kodire inagoino, iedagamage Badojebage Cebegiwuge, Badojebage Cobugiwuge tagae toro, tabadure toro, iwadarugodure tagae toro!"
1335,"Iedagamage, iedagamage, pawo aroe erududo, pawo aroedo tugera to, tuwure to motoji Marido ikurewu tabo, tumeduia joki. Pobo, mearogu jire tagonagodure."
1336,"Akore: - Dukodire inagoino, ikidogurarege (vingadores) tagae toro. Tarodo taci toro taiadu kae. Kogudo taganagajeje, tagera ra parugajeje, kogudo tawure gajeje, tarajerigajeje, bu tawugeji, kogudo taogajeje."
1337,"Icare barogwa kododure, ipare eture kae."
1338,"Icare Ecerae etagedure, Tugarege etagedure toro bato toriga bogai. Icare eture toro bogai. Egore: Wa!... tudutabo."
1339,Icare boe eedure woe bai tada. Icare etaregodure tabo. Egore: Wa!... taregodutabo.
1340,"Icare ere biri ta. Ere kado, iage ere kogudo. Icare ere iado."
1341,"Dukeje icare ere jebu baawadu kae, bororo kae.. Ere mugudo nono, nowu aroe ao keje."
1342,"Dukeje icare etaregodure nowu ukiga tabo mato.. Ere maku Aroia Kurirewu ai, baku tabo, uragoduwo."
1343,"Icare Aroia Kurirewu uture tuwobe emuga kae, nowu Marido ukiga tabo."
1344,Icare uragodure toro.
1345,"Icare aregodure mato tabo pugeje. Ure nowu kiga tugu to,"
1346,"Ure kiga tugu to, dutabore akoino."
1347,"Icare ere tugera kogudo Aroia Kurirewu iera kajeje, ere iera kogudo Butoregadu iera parugajeje."
1348,"Egore: wi wi wi wi wi wi... cai turegodui ebo dutabo, oino burea kae. Epado pugajeje taci, ere tugera to ji po!."
1349,Ere tugera kogudo ekera paru kajeje tuku! Icare eregodure ebo (cewu tugodaji): wi wi wi wi wi wi...
1350,Ere ekera bu keje. Ekare akore ji:  po po!
1351,"Nonore icare ere tudugu ji. Nonore icare ere ekedo ikuji, ererugodure tabo: m m m..."
1352,"Ere tugana aogado tabo. Rekodo jice jewu jecewu ai. Icare ererugodure bororoji, tui tugera ra piji dukeje. Egurure tugoda piji pugodaji, pugodaji, icare etagedure dukeje icare ere tuguie powari ere maku tuomage etai."
1353,Icare akedure. Ere to pui toro aroe ao kae pugeje.
1354,"Icare Aroia Kurirewu, Butoregadu,  emagogodure tuwiemagei, egore: - Tarego bapo kae, maku Ecerae eiamedu ai, eragoduwo tuiadu paruji. Oinore egore."
1355,"Icare nowu etuo kodo kuri ewure paru kae, ure tumugudo tu. Icare ere nowu cimo pariko, nowu tuwabo, maku ai."
1356,"Icare imadure tabo, akore: No... no no hu... hu hu!..."
1357,"Icare uture toro tuwai kae, ure jeto tu tuieda keje, bai otoji."
1358,Observação de Ciqueiro: ROIAO = JORA PARU = ROIA PARU
1359,“  Kado Rairewu (bororo keje)
1360,“  Kuiada (bororo keje ou bai tada)
